cod_manzana,municipio,area_m2,impermeabilizacion,categoria_urbana,densidad_construida
0583720090600300010331,Turbo,4638,0.8,urbano_denso,0.5331
0566510000000000010217,San Pedro de Urabá,2999,0.8,urbano_denso,0.5768
0566510000000000010317,San Pedro de Urabá,2350,0.8,urbano_denso,0.6013
0566510000000000010724,San Pedro de Urabá,2709,0.8,urbano_denso,0.587
0566510000000000010818,San Pedro de Urabá,2146,0.8,urbano_denso,0.6103
0566510000000000010909,San Pedro de Urabá,5789,0.6,urbano_medio,0.5109
0583720090700100010609,Turbo,4203,0.8,urbano_denso,0.543
0583720090700100010611,Turbo,9002,0.6,urbano_medio,0.4666
0583720090700100020101,Turbo,2855,0.8,urbano_denso,0.5817
0583720100700200010514,Turbo,4200,0.8,urbano_denso,0.543
0583720090600300010112,Turbo,5878,0.6,urbano_medio,0.5093
0583720050200500010114,Turbo,2738,0.8,urbano_denso,0.5859
0583720030700600010114,Turbo,6271,0.6,urbano_medio,0.5028
0583720020101300010117,Turbo,5407,0.6,urbano_medio,0.5177
0583720020101300010207,Turbo,9278,0.6,urbano_medio,0.4635
0583720090602600010114,Turbo,3638,0.8,urbano_denso,0.5574
0583720030802900010105,Turbo,6147,0.6,urbano_medio,0.5048
0583720030802900010111,Turbo,3249,0.8,urbano_denso,0.5688
0504520020300900010324,Apartadó,992,0.95,urbano_denso,0.6877
0504520010101400010104,Apartadó,4247,0.8,urbano_denso,0.5419
0504520020500200010104,Apartadó,59451,0.15,periurbano,0.2772
0504520020300900010106,Apartadó,18315,0.35,urbano_medio,0.3953
0505110000000000010609,Arboletes,18966,0.35,urbano_medio,0.3918
0549020040400900010132,Necoclí,10061,0.6,urbano_medio,0.4554
0549020050401800010108,Necoclí,2216,0.8,urbano_denso,0.6071
0566510000000000010564,San Pedro de Urabá,9788,0.6,urbano_medio,0.4582
0566510000000000010634,San Pedro de Urabá,4847,0.8,urbano_denso,0.5287
0583720100700200020132,Turbo,1997,0.95,urbano_denso,0.6176
0583720050200500010124,Turbo,245,0.95,urbano_denso,0.8275
0583720100400800010304,Turbo,720,0.95,urbano_denso,0.7198
0583720070202000010106,Turbo,3776,0.8,urbano_denso,0.5537
0514710000000000010501,Carepa,5174,0.6,urbano_medio,0.5221
0514710000000000010504,Carepa,8010,0.6,urbano_medio,0.4783
0514710000000000010717,Carepa,1197,0.95,urbano_denso,0.6688
0514710000000000020905,Carepa,1201,0.95,urbano_denso,0.6686
0514710000000000030233,Carepa,1730,0.95,urbano_denso,0.632
0514710000000000030420,Carepa,1695,0.95,urbano_denso,0.634
0514710000000000030435,Carepa,1486,0.95,urbano_denso,0.6472
0514710000000000030437,Carepa,1681,0.95,urbano_denso,0.6349
0514710000000000030610,Carepa,2519,0.8,urbano_denso,0.5943
0514720011001000010137,Carepa,1385,0.95,urbano_denso,0.6543
0514720011001000010143,Carepa,973,0.95,urbano_denso,0.6896
0517210000000000010301,Chigorodó,4588,0.8,urbano_denso,0.5342
0517210000000000010414,Chigorodó,2921,0.8,urbano_denso,0.5795
0517210000000000020505,Chigorodó,1560,0.95,urbano_denso,0.6423
0517210000000000030103,Chigorodó,8504,0.6,urbano_medio,0.4723
0517210000000000050211,Chigorodó,1875,0.95,urbano_denso,0.6239
0517210000000000050317,Chigorodó,2053,0.8,urbano_denso,0.6148
0517210000000000050513,Chigorodó,3958,0.8,urbano_denso,0.549
0517210000000000060934,Chigorodó,1668,0.95,urbano_denso,0.6356
0517210000000000060507,Chigorodó,2769,0.8,urbano_denso,0.5848
0517210000000000060935,Chigorodó,8924,0.6,urbano_medio,0.4675
0549020030200400010129,Necoclí,2007,0.8,urbano_denso,0.6171
0565910000000000010140,San Juan de Urabá,4069,0.8,urbano_denso,0.5462
0566510000000000020122,San Pedro de Urabá,3873,0.8,urbano_denso,0.5512
0504520020300900010220,Apartadó,11281,0.6,urbano_medio,0.4439
0504520010301100010105,Apartadó,5595,0.6,urbano_medio,0.5143
0504520010301100010108,Apartadó,1541,0.95,urbano_denso,0.6436
0504520010301100010213,Apartadó,2535,0.8,urbano_denso,0.5937
0504520010101600010117,Apartadó,9323,0.6,urbano_medio,0.4631
0505110000000000010319,Arboletes,2042,0.8,urbano_denso,0.6154
0505110000000000010344,Arboletes,3628,0.8,urbano_denso,0.5577
0505110000000000010604,Arboletes,6375,0.6,urbano_medio,0.5012
0505110000000000010905,Arboletes,1299,0.95,urbano_denso,0.6607
0505110000000000011041,Arboletes,1372,0.95,urbano_denso,0.6552
0505120030200800010107,Arboletes,3053,0.8,urbano_denso,0.575
0514710000000000020716,Carepa,1591,0.95,urbano_denso,0.6404
0514710000000000030511,Carepa,2650,0.8,urbano_denso,0.5892
0514720010601300010106,Carepa,4390,0.8,urbano_denso,0.5386
0517220100400700010112,Chigorodó,4445,0.8,urbano_denso,0.5373
0549020120600100010308,Necoclí,2837,0.8,urbano_denso,0.5824
0549010000000000010613,Necoclí,41748,0.35,urbano_medio,0.3127
0549020120600100010215,Necoclí,4873,0.8,urbano_denso,0.5281
0549020120300300010125,Necoclí,6653,0.6,urbano_medio,0.4969
0549020120801600010101,Necoclí,13408,0.6,urbano_medio,0.4266
0566510000000000010349,San Pedro de Urabá,8485,0.6,urbano_medio,0.4725
0566510000000000010416,San Pedro de Urabá,1634,0.95,urbano_denso,0.6377
0566510000000000010610,San Pedro de Urabá,3616,0.8,urbano_denso,0.5581
0566510000000000010847,San Pedro de Urabá,2424,0.8,urbano_denso,0.5981
0566510000000000010853,San Pedro de Urabá,7403,0.6,urbano_medio,0.4862
0566520040200200010101,San Pedro de Urabá,3336,0.8,urbano_denso,0.5661
0583720090700100010513,Turbo,2352,0.8,urbano_denso,0.6012
0583720090700100020403,Turbo,3703,0.8,urbano_denso,0.5557
0583720090700100020422,Turbo,1095,0.95,urbano_denso,0.6778
0583720100700200010204,Turbo,1555,0.95,urbano_denso,0.6426
0583720100700200020507,Turbo,2290,0.8,urbano_denso,0.6038
0583720090600300010208,Turbo,5645,0.6,urbano_medio,0.5134
0583720090600300010309,Turbo,6700,0.6,urbano_medio,0.4962
0583720090600300010328,Turbo,3685,0.8,urbano_denso,0.5562
0583720050200500010108,Turbo,6636,0.6,urbano_medio,0.4972
0583720100400800010316,Turbo,766,0.95,urbano_denso,0.7137
0583720020101300010211,Turbo,1581,0.95,urbano_denso,0.641
0583720030802900010106,Turbo,6431,0.6,urbano_medio,0.5003
0583720240204300010102,Turbo,7038,0.6,urbano_medio,0.4913
0504520010101600010112,Apartadó,2748,0.8,urbano_denso,0.5856
0505110000000000010146,Arboletes,4675,0.8,urbano_denso,0.5323
0505110000000000011122,Arboletes,3374,0.8,urbano_denso,0.565
0566510000000000010870,San Pedro de Urabá,4615,0.8,urbano_denso,0.5336
0566520010100400010114,San Pedro de Urabá,17860,0.35,urbano_medio,0.3979
0583720090700100020351,Turbo,1182,0.95,urbano_denso,0.6702
0583720050202800010106,Turbo,7567,0.6,urbano_medio,0.484
0583720030802900010124,Turbo,18423,0.35,urbano_medio,0.3947
0514710000000000010314,Carepa,1016,0.95,urbano_denso,0.6854
0514710000000000010319,Carepa,2801,0.8,urbano_denso,0.5836
0514710000000000010728,Carepa,313,0.95,urbano_denso,0.8033
0514710000000000020230,Carepa,1721,0.95,urbano_denso,0.6325
0514710000000000030544,Carepa,969,0.95,urbano_denso,0.69
0514720011001000010119,Carepa,1197,0.95,urbano_denso,0.6689
0517210000000000010515,Chigorodó,4599,0.8,urbano_denso,0.5339
0517210000000000020226,Chigorodó,5474,0.6,urbano_medio,0.5165
0517210000000000060122,Chigorodó,2612,0.8,urbano_denso,0.5907
0517210000000000060511,Chigorodó,2829,0.8,urbano_denso,0.5827
0517210000000000060612,Chigorodó,2451,0.8,urbano_denso,0.597
0517210000000000060701,Chigorodó,2457,0.8,urbano_denso,0.5968
0517210000000000060707,Chigorodó,821,0.95,urbano_denso,0.7067
0517210000000000060803,Chigorodó,2671,0.8,urbano_denso,0.5884
0549020030200400010117,Necoclí,7362,0.6,urbano_medio,0.4867
0549020030200400010131,Necoclí,2964,0.8,urbano_denso,0.578
0565910000000000010135,San Juan de Urabá,1301,0.95,urbano_denso,0.6605
0583720110201800010326,Turbo,4240,0.8,urbano_denso,0.5421
0504520030101500010107,Apartadó,3636,0.8,urbano_denso,0.5575
0504520010101600010115,Apartadó,5706,0.6,urbano_medio,0.5123
0505110000000000010113,Arboletes,3885,0.8,urbano_denso,0.5509
0505110000000000010114,Arboletes,4523,0.8,urbano_denso,0.5356
0505110000000000010521,Arboletes,1000,0.95,urbano_denso,0.687
0505110000000000010534,Arboletes,494,0.95,urbano_denso,0.7576
0505110000000000010912,Arboletes,3453,0.8,urbano_denso,0.5627
0505120040101000010119,Arboletes,3715,0.8,urbano_denso,0.5553
0514710000000000020419,Carepa,1359,0.95,urbano_denso,0.6562
0514710000000000020717,Carepa,1601,0.95,urbano_denso,0.6397
0517220060601500010107,Chigorodó,9042,0.6,urbano_medio,0.4661
0565920010100100010123,San Juan de Urabá,6755,0.6,urbano_medio,0.4954
0583720100700200010212,Turbo,1957,0.95,urbano_denso,0.6196
0583720100700200010301,Turbo,4277,0.8,urbano_denso,0.5412
0583720090700100010302,Turbo,2242,0.8,urbano_denso,0.606
0583720090700100020103,Turbo,3813,0.8,urbano_denso,0.5527
0583720090700100020404,Turbo,3451,0.8,urbano_denso,0.5627
0583720100700200020106,Turbo,4273,0.8,urbano_denso,0.5413
0583720100700200020117,Turbo,3530,0.8,urbano_denso,0.5605
0583720100700200020317,Turbo,932,0.95,urbano_denso,0.694
0583720100700200020511,Turbo,5347,0.6,urbano_medio,0.5188
0583720050200500010106,Turbo,16830,0.35,urbano_medio,0.4038
0583720100400800010118,Turbo,639,0.95,urbano_denso,0.7317
0583720240400900010107,Turbo,6166,0.6,urbano_medio,0.5045
0583720090402400010122,Turbo,3528,0.8,urbano_denso,0.5605
0583720090402400010123,Turbo,1869,0.95,urbano_denso,0.6242
0583720050603700010110,Turbo,14836,0.6,urbano_medio,0.4165
0504520010301100010211,Apartadó,2793,0.8,urbano_denso,0.5839
0505110000000000010805,Arboletes,2654,0.8,urbano_denso,0.589
0505110000000000010911,Arboletes,4849,0.8,urbano_denso,0.5286
0505120060400100010106,Arboletes,5962,0.6,urbano_medio,0.5079
0505120060400100010110,Arboletes,743,0.95,urbano_denso,0.7167
0549010000000000010411,Necoclí,5944,0.6,urbano_medio,0.5082
0549010000000000010430,Necoclí,5499,0.6,urbano_medio,0.516
0549010000000000010812,Necoclí,1617,0.95,urbano_denso,0.6388
0549020120600100010304,Necoclí,9308,0.6,urbano_medio,0.4632
0549020090200800010103,Necoclí,903,0.95,urbano_denso,0.6971
0549020090200800010119,Necoclí,2369,0.8,urbano_denso,0.6005
0565920020300400010104,San Juan de Urabá,2449,0.8,urbano_denso,0.5971
0566510000000000010544,San Pedro de Urabá,7075,0.6,urbano_medio,0.4907
0566510000000000011017,San Pedro de Urabá,6100,0.6,urbano_medio,0.5056
0566520040200800010109,San Pedro de Urabá,814,0.95,urbano_denso,0.7075
0583720090700100010106,Turbo,3809,0.8,urbano_denso,0.5528
0583720090700100010419,Turbo,2343,0.8,urbano_denso,0.6016
0583720090700100020109,Turbo,3131,0.8,urbano_denso,0.5725
0583720090700100020224,Turbo,3170,0.8,urbano_denso,0.5713
0583720100700200020517,Turbo,3326,0.8,urbano_denso,0.5664
0583720100400800010115,Turbo,624,0.95,urbano_denso,0.7341
0583720230401400010102,Turbo,3682,0.8,urbano_denso,0.5562
0514710000000000010417,Carepa,1800,0.95,urbano_denso,0.628
0514710000000000010822,Carepa,1902,0.95,urbano_denso,0.6225
0514710000000000020221,Carepa,372,0.95,urbano_denso,0.7859
0514710000000000030213,Carepa,2087,0.8,urbano_denso,0.6131
0514710000000000030429,Carepa,1922,0.95,urbano_denso,0.6214
0517210000000000010127,Chigorodó,1637,0.95,urbano_denso,0.6375
0517210000000000010302,Chigorodó,4918,0.8,urbano_denso,0.5272
0517210000000000010402,Chigorodó,2620,0.8,urbano_denso,0.5904
0517210000000000010407,Chigorodó,1909,0.95,urbano_denso,0.6221
0517210000000000050104,Chigorodó,3018,0.8,urbano_denso,0.5762
0517210000000000050205,Chigorodó,4315,0.8,urbano_denso,0.5403
0517210000000000050212,Chigorodó,6283,0.6,urbano_medio,0.5026
0517210000000000050410,Chigorodó,1435,0.95,urbano_denso,0.6507
0517210000000000050423,Chigorodó,1743,0.95,urbano_denso,0.6312
0517210000000000060120,Chigorodó,2606,0.8,urbano_denso,0.5909
0549020050300500010217,Necoclí,3625,0.8,urbano_denso,0.5578
0565910000000000010232,San Juan de Urabá,6858,0.6,urbano_medio,0.4939
0566510000000000020121,San Pedro de Urabá,2178,0.8,urbano_denso,0.6089
0583720110201800010117,Turbo,4238,0.8,urbano_denso,0.5421
0517220070300300010111,Chigorodó,2465,0.8,urbano_denso,0.5965
0504520020500200010204,Apartadó,3967,0.8,urbano_denso,0.5488
0504520020500200010117,Apartadó,1347,0.95,urbano_denso,0.657
0504520010301100010104,Apartadó,12391,0.6,urbano_medio,0.4345
0504520010301100010214,Apartadó,2463,0.8,urbano_denso,0.5966
0504520010101600010104,Apartadó,6007,0.6,urbano_medio,0.5071
0505120020500300010121,Arboletes,744,0.95,urbano_denso,0.7165
0505120040101000010104,Arboletes,3814,0.8,urbano_denso,0.5527
0505120030101100010106,Arboletes,5367,0.6,urbano_medio,0.5184
0514710000000000020711,Carepa,1865,0.95,urbano_denso,0.6244
0514710000000000030556,Carepa,16872,0.35,urbano_medio,0.4036
0517220070300300010106,Chigorodó,2463,0.8,urbano_denso,0.5966
0549020090200800010115,Necoclí,13364,0.6,urbano_medio,0.4269
0549010000000000010724,Necoclí,4252,0.8,urbano_denso,0.5418
0549010000000000010809,Necoclí,2049,0.8,urbano_denso,0.615
0549020030300200010105,Necoclí,10376,0.6,urbano_medio,0.4523
0549020090200800010107,Necoclí,930,0.95,urbano_denso,0.6941
0549020120301000010113,Necoclí,5613,0.6,urbano_medio,0.5139
0549020090501500010105,Necoclí,6632,0.6,urbano_medio,0.4972
0565910000000000010508,San Juan de Urabá,2310,0.8,urbano_denso,0.603
0565920010300300010111,San Juan de Urabá,5363,0.6,urbano_medio,0.5185
0565920010300300010136,San Juan de Urabá,1375,0.95,urbano_denso,0.655
0565920010100500010102,San Juan de Urabá,9405,0.6,urbano_medio,0.4622
0565920010200600010107,San Juan de Urabá,4411,0.8,urbano_denso,0.5381
0566510000000000010159,San Pedro de Urabá,4286,0.8,urbano_denso,0.541
0566510000000000010208,San Pedro de Urabá,4117,0.8,urbano_denso,0.545
0566510000000000010408,San Pedro de Urabá,4646,0.8,urbano_denso,0.5329
0566520010100400010102,San Pedro de Urabá,14106,0.6,urbano_medio,0.4215
0566520040200800010116,San Pedro de Urabá,4038,0.8,urbano_denso,0.547
0583720090700100010705,Turbo,2155,0.8,urbano_denso,0.6099
0583720090700100010713,Turbo,10120,0.6,urbano_medio,0.4548
0583720090700100020107,Turbo,6963,0.6,urbano_medio,0.4923
0583720090700100020307,Turbo,3835,0.8,urbano_denso,0.5521
0583720090700100020438,Turbo,3155,0.8,urbano_denso,0.5717
0583720100700200020104,Turbo,3320,0.8,urbano_denso,0.5666
0583720030700600010108,Turbo,4012,0.8,urbano_denso,0.5476
0583720100400800010203,Turbo,631,0.95,urbano_denso,0.7331
0583720100400800010410,Turbo,5234,0.6,urbano_medio,0.521
0583720080301000010114,Turbo,5242,0.6,urbano_medio,0.5208
0583720070201200010116,Turbo,3261,0.8,urbano_denso,0.5684
0583720070202000010103,Turbo,30051,0.35,urbano_medio,0.3457
0505110000000000010140,Arboletes,2943,0.8,urbano_denso,0.5787
0505120060600500010102,Arboletes,1918,0.95,urbano_denso,0.6216
0505120030101100010105,Arboletes,4951,0.8,urbano_denso,0.5265
0514710000000000030609,Carepa,1706,0.95,urbano_denso,0.6333
0517220060601500010109,Chigorodó,2283,0.8,urbano_denso,0.6042
0549010000000000010219,Necoclí,4612,0.8,urbano_denso,0.5336
0549010000000000010605,Necoclí,50355,0.15,periurbano,0.2939
0549020120600100010126,Necoclí,4476,0.8,urbano_denso,0.5366
0565920010300300010118,San Juan de Urabá,1466,0.95,urbano_denso,0.6486
0566510000000000010559,San Pedro de Urabá,10566,0.6,urbano_medio,0.4505
0583720090700100010103,Turbo,3782,0.8,urbano_denso,0.5536
0583720090700100020338,Turbo,3067,0.8,urbano_denso,0.5746
0583720100700200020133,Turbo,1942,0.95,urbano_denso,0.6204
0583720090600300010322,Turbo,23681,0.35,urbano_medio,0.3696
0583720090603100010106,Turbo,503,0.95,urbano_denso,0.7557
0504520020300300010101,Apartadó,7474,0.6,urbano_medio,0.4852
0504520020300900010214,Apartadó,2101,0.8,urbano_denso,0.6125
0505110000000000010311,Arboletes,626,0.95,urbano_denso,0.7339
0505110000000000010411,Arboletes,5317,0.6,urbano_medio,0.5194
0505110000000000011123,Arboletes,2783,0.8,urbano_denso,0.5843
0505120050401400010101,Arboletes,1545,0.95,urbano_denso,0.6433
0514710000000000020607,Carepa,293,0.95,urbano_denso,0.8097
0514720010601300010105,Carepa,3883,0.8,urbano_denso,0.5509
0549020120600100010405,Necoclí,4176,0.8,urbano_denso,0.5436
0549010000000000010722,Necoclí,2182,0.8,urbano_denso,0.6087
0549020030300200010210,Necoclí,36151,0.35,urbano_medio,0.3271
0549020120300300010103,Necoclí,18883,0.35,urbano_medio,0.3923
0565910000000000010415,San Juan de Urabá,3999,0.8,urbano_denso,0.5479
0565920010300300010108,San Juan de Urabá,3259,0.8,urbano_denso,0.5685
0565920020300400010101,San Juan de Urabá,18097,0.35,urbano_medio,0.3965
0565920010100500010104,San Juan de Urabá,5793,0.6,urbano_medio,0.5108
0565920010200600010110,San Juan de Urabá,3351,0.8,urbano_denso,0.5657
0566510000000000010661,San Pedro de Urabá,1117,0.95,urbano_denso,0.6758
0566510000000000010852,San Pedro de Urabá,2741,0.8,urbano_denso,0.5858
0566520040200800010110,San Pedro de Urabá,3307,0.8,urbano_denso,0.567
0583720090700100010307,Turbo,2822,0.8,urbano_denso,0.5829
0583720090700100020111,Turbo,4800,0.8,urbano_denso,0.5297
0583720090700100020209,Turbo,3503,0.8,urbano_denso,0.5612
0583720100700200020306,Turbo,1109,0.95,urbano_denso,0.6765
0583720100700200020513,Turbo,2327,0.8,urbano_denso,0.6022
0583720050202800010104,Turbo,8230,0.6,urbano_medio,0.4756
0583720090103900010101,Turbo,10190,0.6,urbano_medio,0.4541
0549020120600100010207,Necoclí,5046,0.6,urbano_medio,0.5246
0549020120600100010209,Necoclí,4202,0.8,urbano_denso,0.543
0504520020500200010212,Apartadó,2150,0.8,urbano_denso,0.6102
0504520020300900010123,Apartadó,2071,0.8,urbano_denso,0.6139
0504520020300900010128,Apartadó,1896,0.95,urbano_denso,0.6228
0504520010101600010102,Apartadó,6441,0.6,urbano_medio,0.5001
0505110000000000010232,Arboletes,1296,0.95,urbano_denso,0.661
0505110000000000010540,Arboletes,4207,0.8,urbano_denso,0.5429
0505110000000000011004,Arboletes,9532,0.6,urbano_medio,0.4608
0505110000000000011024,Arboletes,1487,0.95,urbano_denso,0.6472
0505110000000000011120,Arboletes,2963,0.8,urbano_denso,0.578
0505120030200900010111,Arboletes,6916,0.6,urbano_medio,0.493
0514710000000000010134,Carepa,2227,0.8,urbano_denso,0.6067
0514710000000000020727,Carepa,1549,0.95,urbano_denso,0.6431
0583720100700200010314,Turbo,4430,0.8,urbano_denso,0.5377
0583720090600300010210,Turbo,6678,0.6,urbano_medio,0.4965
0583720020101300010205,Turbo,4795,0.8,urbano_denso,0.5298
0583720010203800010108,Turbo,8940,0.6,urbano_medio,0.4673
0583720090103900010104,Turbo,32203,0.35,urbano_medio,0.3387
0514710000000000020913,Carepa,3215,0.8,urbano_denso,0.5698
0514720011001000010133,Carepa,1282,0.95,urbano_denso,0.662
0514710000000000020245,Carepa,1495,0.95,urbano_denso,0.6466
0514710000000000010315,Carepa,1980,0.95,urbano_denso,0.6184
0514710000000000010411,Carepa,3078,0.8,urbano_denso,0.5742
0514710000000000010520,Carepa,1738,0.95,urbano_denso,0.6315
0514710000000000010610,Carepa,1613,0.95,urbano_denso,0.639
0514710000000000020223,Carepa,1176,0.95,urbano_denso,0.6707
0514710000000000020424,Carepa,1796,0.95,urbano_denso,0.6282
0514710000000000030201,Carepa,1556,0.95,urbano_denso,0.6426
0514720010700700010107,Carepa,3731,0.8,urbano_denso,0.5549
0514720010700700010120,Carepa,17438,0.35,urbano_medio,0.4003
0514720011001000010134,Carepa,1197,0.95,urbano_denso,0.6689
0517210000000000010506,Chigorodó,3212,0.8,urbano_denso,0.5699
0517210000000000020328,Chigorodó,4235,0.8,urbano_denso,0.5422
0517210000000000020331,Chigorodó,1606,0.95,urbano_denso,0.6394
0517210000000000040104,Chigorodó,1710,0.95,urbano_denso,0.6331
0517210000000000060201,Chigorodó,1327,0.95,urbano_denso,0.6585
0549020030200400010103,Necoclí,5121,0.6,urbano_medio,0.5231
0549020030200400010112,Necoclí,3415,0.8,urbano_denso,0.5638
0565910000000000010127,San Juan de Urabá,3566,0.8,urbano_denso,0.5594
0566510000000000020120,San Pedro de Urabá,1756,0.95,urbano_denso,0.6305
0504520020300900010312,Apartadó,866,0.95,urbano_denso,0.7013
0504520010301100010219,Apartadó,2117,0.8,urbano_denso,0.6117
0505110000000000010530,Arboletes,5071,0.6,urbano_medio,0.5241
0514710000000000010707,Carepa,1320,0.95,urbano_denso,0.6591
0514710000000000010128,Carepa,7122,0.6,urbano_medio,0.4901
0514710000000000030618,Carepa,721,0.95,urbano_denso,0.7197
0517220070300300010104,Chigorodó,2821,0.8,urbano_denso,0.5829
0517220100400700010114,Chigorodó,6983,0.6,urbano_medio,0.4921
0549010000000000010701,Necoclí,705,0.95,urbano_denso,0.722
0549020120600100010421,Necoclí,16177,0.35,urbano_medio,0.4078
0549020120300300010140,Necoclí,5796,0.6,urbano_medio,0.5107
0549020120100700010105,Necoclí,7318,0.6,urbano_medio,0.4873
0549020090501500010120,Necoclí,2176,0.8,urbano_denso,0.609
0566510000000000010115,San Pedro de Urabá,4219,0.8,urbano_denso,0.5426
0566510000000000010205,San Pedro de Urabá,4138,0.8,urbano_denso,0.5445
0566510000000000010657,San Pedro de Urabá,4700,0.8,urbano_denso,0.5317
0566510000000000010801,San Pedro de Urabá,3200,0.8,urbano_denso,0.5703
0566520020300300010105,San Pedro de Urabá,1634,0.95,urbano_denso,0.6377
0583720090700100010225,Turbo,569,0.95,urbano_denso,0.7434
0583720090700100020210,Turbo,3494,0.8,urbano_denso,0.5615
0583720090700100020221,Turbo,3571,0.8,urbano_denso,0.5593
0583720090700100020372,Turbo,1229,0.95,urbano_denso,0.6662
0583720090700100020423,Turbo,4242,0.8,urbano_denso,0.542
0583720100700200020403,Turbo,1806,0.95,urbano_denso,0.6277
0583720090600300010120,Turbo,1717,0.95,urbano_denso,0.6328
0583720030700600010105,Turbo,980,0.95,urbano_denso,0.689
0583720090402400010101,Turbo,3837,0.8,urbano_denso,0.5521
0583720090602600010108,Turbo,931,0.95,urbano_denso,0.6941
0583720030803200010109,Turbo,130757,0.15,periurbano,0.1982
0583720010203800010102,Turbo,9431,0.6,urbano_medio,0.4619
0505110000000000010331,Arboletes,669,0.95,urbano_denso,0.7272
0504520030101500010124,Apartadó,1870,0.95,urbano_denso,0.6242
0504520010101400010115,Apartadó,4470,0.8,urbano_denso,0.5368
0505110000000000011106,Arboletes,1786,0.95,urbano_denso,0.6287
0505120030101100010137,Arboletes,1591,0.95,urbano_denso,0.6404
0514710000000000010715,Carepa,1338,0.95,urbano_denso,0.6577
0549010000000000010428,Necoclí,6342,0.6,urbano_medio,0.5017
0549020120600100010314,Necoclí,3718,0.8,urbano_denso,0.5552
0549010000000000010123,Necoclí,56049,0.15,periurbano,0.2831
0549020030300200010220,Necoclí,6746,0.6,urbano_medio,0.4955
0565910000000000010219,San Juan de Urabá,2138,0.8,urbano_denso,0.6108
0566510000000000010426,San Pedro de Urabá,4894,0.8,urbano_denso,0.5277
0583720090700100010222,Turbo,609,0.95,urbano_denso,0.7365
0583720090600300010207,Turbo,2471,0.8,urbano_denso,0.5962
0583720090600300010217,Turbo,5299,0.6,urbano_medio,0.5197
0583720090600300010316,Turbo,4359,0.8,urbano_denso,0.5393
0583720090600300010320,Turbo,4085,0.8,urbano_denso,0.5458
0583720020101300010104,Turbo,11849,0.6,urbano_medio,0.439
0583720090302300010111,Turbo,7141,0.6,urbano_medio,0.4898
0583720090102700010102,Turbo,7460,0.6,urbano_medio,0.4854
0514710000000000010711,Carepa,2005,0.8,urbano_denso,0.6172
0514710000000000010732,Carepa,1093,0.95,urbano_denso,0.678
0514710000000000030506,Carepa,2249,0.8,urbano_denso,0.6057
0514710000000000030517,Carepa,1635,0.95,urbano_denso,0.6376
0514710000000000030532,Carepa,7855,0.6,urbano_medio,0.4803
0514720010700700010106,Carepa,2490,0.8,urbano_denso,0.5955
0517210000000000010604,Chigorodó,4801,0.8,urbano_denso,0.5296
0517210000000000010612,Chigorodó,5445,0.6,urbano_medio,0.517
0517210000000000020301,Chigorodó,1552,0.95,urbano_denso,0.6428
0517210000000000020418,Chigorodó,2709,0.8,urbano_denso,0.587
0517210000000000020509,Chigorodó,2111,0.8,urbano_denso,0.612
0517210000000000040113,Chigorodó,2689,0.8,urbano_denso,0.5878
0517210000000000050126,Chigorodó,3262,0.8,urbano_denso,0.5684
0517210000000000060111,Chigorodó,2371,0.8,urbano_denso,0.6004
0517210000000000060123,Chigorodó,2677,0.8,urbano_denso,0.5882
0517210000000000060126,Chigorodó,579,0.95,urbano_denso,0.7417
0517210000000000060435,Chigorodó,8009,0.6,urbano_medio,0.4783
0517210000000000060909,Chigorodó,2826,0.8,urbano_denso,0.5828
0549020030200400010110,Necoclí,6040,0.6,urbano_medio,0.5066
0565910000000000010228,San Juan de Urabá,4173,0.8,urbano_denso,0.5437
0565910000000000010501,San Juan de Urabá,2557,0.8,urbano_denso,0.5928
0566510000000000020117,San Pedro de Urabá,2157,0.8,urbano_denso,0.6099
0583720110201800010315,Turbo,5856,0.6,urbano_medio,0.5097
0514710000000000020618,Carepa,943,0.95,urbano_denso,0.6928
0549020090501500010114,Necoclí,1828,0.95,urbano_denso,0.6264
0505110000000000010810,Arboletes,1096,0.95,urbano_denso,0.6777
0505110000000000010812,Arboletes,1871,0.95,urbano_denso,0.6241
0505110000000000011029,Arboletes,1704,0.95,urbano_denso,0.6335
0505120030200800010108,Arboletes,4448,0.8,urbano_denso,0.5373
0514720010601300010101,Carepa,3652,0.8,urbano_denso,0.5571
0549010000000000010126,Necoclí,2847,0.8,urbano_denso,0.582
0566510000000000010841,San Pedro de Urabá,1640,0.95,urbano_denso,0.6373
0566520040200800010104,San Pedro de Urabá,501,0.95,urbano_denso,0.7561
0583720090700100010142,Turbo,8970,0.6,urbano_medio,0.4669
0583720090700100020312,Turbo,3957,0.8,urbano_denso,0.549
0583720090700100020369,Turbo,861,0.95,urbano_denso,0.7019
0583720050200500010118,Turbo,13944,0.6,urbano_medio,0.4227
0583720050200500010126,Turbo,2271,0.8,urbano_denso,0.6047
0583720030700600010104,Turbo,5943,0.6,urbano_medio,0.5082
0504520020300900010313,Apartadó,396,0.95,urbano_denso,0.7796
0504520010101400010111,Apartadó,2129,0.8,urbano_denso,0.6111
0505110000000000010315,Arboletes,2286,0.8,urbano_denso,0.604
0505110000000000010323,Arboletes,3238,0.8,urbano_denso,0.5691
0505120030200900010101,Arboletes,15088,0.35,urbano_medio,0.4148
0505120030101100010120,Arboletes,2769,0.8,urbano_denso,0.5848
0514710000000000010607,Carepa,2339,0.8,urbano_denso,0.6017
